OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
2338,Polygon,5,2337,IL,Chicago, ,D75,D,1517,"{ ""1e"" : ""Negro"", ""2i"" : "" $4,000-5,500  (2) $6,500-7,500; (3) $7,500-9,000"", ""2h"" : "" $3,500-5,000 (2) $6,000-6,750; (3) $6,500-8,250 "", ""2g"" : ""$3,000-4,500 (gradual) (2) $5,250-6,000; (3) $6,000-7,250"", ""2f"" : ""December 30, 1899 December 30, 1899"", ""2",55.273173,28.863845,0,10.533613,6.818847,37.45538,17.270834,82.729171,0,78.149326,21.850679,98.512787,1.487217,91.982268,0.039938,0.0001,0
2342,Polygon,5,2341,IL,Chicago, ,D79,D,1506,"{ ""5b"" : """", ""2i"" : "" (1939-Oct.) (2fl) $4,500-5,500; (3fl) $5,500-7,500 (1939-Oct.) $14,000-16,000 "", ""2j"" : ""(2fl) Fair up to $5,000; (3fl) Fair up to $6,500 Fair up to $15,000"", ""5a"" : ""January 7, 1900"", ""2k"" : ""Static Static"", ""1a"" : ""  Yes"", ""2l"" :",55.273173,28.863845,0,10.533613,6.818847,37.45538,17.270834,82.729171,0,78.149326,21.850679,98.512787,1.487217,91.982268,0.02655,0.00004,0
2171,Polygon,6,2170,IL,Chicago, ,C45,C,1231,"{ ""1b"" : ""Middle class- lower class $1,500-2,500"", ""2l"" : ""$30.00-42.50 $30.00-35.00"", ""2a"" : ""Two-family Bungalows- 5-6 rooms"", ""1a"" : ""Yes  "", ""2n"" : ""December 30, 1899 (1939-Nov.) $35.00-47.50 December 30, 1899 (1939-Nov.) $35.00-40.00"", ""8"" : ""This i",0.098893,87.369565,0,6.522246,21.054498,11.502717,65.142576,34.857422,0,92.517072,7.482926,98.511929,1.488069,97.292116,0.085141,0.000151,0
3781,Polygon,2,3780,MI,Detroit, ,C56,C,5879,"{ ""2i"" : ""12,000-$18,000   1939 "", ""5"" : ""2"", ""2l"" : "" "", ""71"" : ""8-1939"", ""2"" : "" "", ""2g"" : "" "", ""2f"" : ""85% "", ""2a"" : ""Singles "", ""5a"" : ""0 HOLC Loans: Outstanding-2"", ""1d"" : ""No"", ""2m"" : ""   "", ""2n"" : ""    "", ""0"" : ""Detroit, Michigan"", ""2p"" : "" "", ""6""",67.78899,28.066664,0.018599,0,2.865462,8.59169,48.834888,51.165109,0.017185,95.152319,4.847679,98.509873,1.490124,96.050377,0.021444,0.000025,0
2587,Polygon,3,2586,IN,Fort Wayne, ,B13,B,4140,"{ ""13"" : ""Should improve"", ""14"" : ""The area is surrounded by much better properties, tending to \""pull up\"" the level of this area."", ""2"" : ""Flat."", ""5a"" : ""Factory workers"", ""6b"" : ""100 percent frame"", ""7"" : ""$45 1926  $6,000  1937 50% 35 22  55%  110 7",6.526799,71.192848,0.001429,2.414258,13.871796,8.59812,77.073098,22.926898,0.000419,98.314115,1.68588,98.506639,1.493356,77.816553,0.014491,0.000013,0
2588,Polygon,3,2587,IN,Fort Wayne, ,B14,B,4141,"{ ""9b"" : ""Singles at $15 to 18M"", ""9c"" : ""Good"", ""7"" : "" 75% 15M  1926  1937  110 1926  110 1935  60% 12M    Owner Area $20M $18 to 25M"", ""6d"" : ""Excellent"", ""6c"" : ""15 years"", ""6b"" : ""50% frame and 50% brick veneer"", ""6a"" : ""One-family units; 2-story 6",6.526799,71.192848,0.001429,2.414258,13.871796,8.59812,77.073098,22.926898,0.000419,98.314115,1.68588,98.506639,1.493356,77.816553,0.01045,0.000006,0
2589,Polygon,4,2588,IN,Fort Wayne, ,B15,B,4146,"{ ""5b"" : ""2M to 5M"", ""10a"" : ""Owner area"", ""6d"" : ""Excellent"", ""5c"" : "" None"", ""8a"" : ""60"", ""9b"" : ""Singles at $6,500"", ""7"" : "" 1935 4M to 8M 5M 65%    1937 5M to 10M 6,500 80%    1926 110 1926 110 $6,500 to 12M $8M Owner area"", ""1"" : ""FORT WAYNE, Indian",6.526799,71.192848,0.001429,2.414258,13.871796,8.59812,77.073098,22.926898,0.000419,98.314115,1.68588,98.506639,1.493356,77.816553,0.025602,0.000035,0
5788,Polygon,2,5787,NY,Poughkeepsie, ,D1,D,2607,"{ ""2d"" : ""Nominal Yes"", ""3d"" : "" Fair to poor Fair to poor"", ""31"" : ""50"", ""3j"" : ""2000-4500  1938 68  1800-4000 72"", ""2b"" : ""1000-2000"", ""3k"" : ""-  -"", ""3l"" : "" Nominal Nominal"", ""3n"" : ""1932/3   12-23 Per flat 15-28 78 70"", ""3f"" : ""60 60 "", ""33"" : """", """,43.929862,45.322189,0.822032,0.267679,10.639142,20.071093,25.582669,74.417318,0,75.432652,24.567335,98.506204,1.493782,90.810644,0.036754,0.000044,0
2121,Polygon,6,2120,IL,Chicago, ,C25,C,1143,"{ ""2f"" : ""75% "", ""9"" : ""C-25 Jan. 1940 Evanston, Ill. High 3rd"", ""2m"" : "" $50.00-100.00 15+ "", ""2p"" : ""Firm "", ""8"" : ""This is an area of larger houses on large lots, with practically no vacant ground to be developed, except that which would occur with th",29.58342,52.318061,0.262234,3.609984,17.788256,7.261183,73.671359,26.328653,0,95.368503,4.63151,98.506211,1.493801,95.011746,0.052514,0.000054,0
5567,Polygon,3,5566,NY,Buffalo, ,A6,A,8016,"{ ""5g"" : ""  "", ""10c"" : """", ""3"" : ""Pride of ownership, nearness to schools, parks, churches, etc., good transportation"", ""4"" : ""None"", ""2"" : ""A well established section containing homes of some of Buffalo's wealthiest citizens.  Grounds are large and beau",11.546913,76.966011,0.111596,3.669325,7.427129,10.402372,40.260876,59.739126,0.032879,92.2123,7.787702,98.505159,1.494843,81.751859,0.065458,0.000106,0
5571,Polygon,5,5570,NY,Buffalo, ,B11,B,8022,"{ ""14"" : """", ""5d"" : ""No 0"", ""7"" : ""70 50% 130 40.-200. 55 7,500-50,000 1933 1920 75% $75.00 1937 $50.-$300. 1925 95% 8,500-50,000 100 7,500 $15,000 10,000 70% $10,000-$100,000 50.-250."", ""6c"" : ""40 years"", ""9a"" : ""Fair"", ""10c"" : ""Good"", ""10a"" : ""Good"", """,11.546913,76.966011,0.111596,3.669325,7.427129,10.402372,40.260876,59.739126,0.032879,92.2123,7.787702,98.505159,1.494843,81.751859,0.143047,0.000281,0
5190,Polygon,3,5189,NJ,Hudson Co.,Bayonne,C22,C,4623,"{ ""2o"" : ""55-Good 40-Good"", ""1c"" : ""20 Irish and Polish"", ""9"" : ""3rd- Bayonne  C22 1/1/39"", ""1d"" : ""0"", ""6"" : ""None"", ""1a"" : ""Yes  "", ""5b"" : ""50"", ""1e"" : ""A lower type Hebrew is gradually coming in "", ""2"" : ""50 25"", ""5a"" : ""4"", ""10"" : """", ""5"" : ""2"", ""0""",10.899927,64.97615,0.321377,5.181859,28.835053,8.630381,48.579628,51.420357,0.028906,84.031555,15.96843,98.504404,1.495581,90.210416,0.07157,0.000146,0
6876,Polygon,2,6875,OH,Warren, ,C7,C,139,"{ ""10c"" : ""None"", ""6a"" : ""5-6 room singles"", ""1"" : ""7 Warren, Ohio C"", ""8a"" : ""70"", ""5b"" : ""1500"", ""15"" : ""Tom Boyle"", ""5c"" : ""Yes 60"", ""11a"" : """", ""8c"" : ""75"", ""7"" : ""2800 - 4000 $4,000 $30 - 40 1932  3500  3000 30 - 37 100 87.50% 2000 - 3200 71.40% $35",11.405455,85.388435,0,2.609967,0.002168,16.415333,72.452044,27.547963,0.000022,92.741553,7.258454,98.503365,1.496642,71.831646,0.044543,0.000073,0
4402,Polygon,3,4401,MO,Greater Kansas City, ,D36,D,5646,"{ ""2l"" : ""$10-15 "", ""5b"" : """", ""1a"" : "" Yes"", ""2n"" : "" Current   $10-15"", ""2a"" : "" Singles 4-5 rms"", ""2"" : ""100% "", ""2o"" : ""Fair $12"", ""5a"" : ""1 for $800"", ""2c"" : ""10-25 years "", ""2k"" : "" Down"", ""5"" : ""2"", ""2d"" : ""Fair "", ""2p"" : "" Static"", ""1e"" : ""None"",",46.192914,33.393642,0.232107,0.351596,14.658876,17.575565,46.884096,53.115915,0,92.892548,7.107462,98.503073,1.496937,78.987244,0.068349,0.000159,0
8040,Polygon,2,8039,TX,Houston, , ,D,7930,"{ """" : """" }",10.57904,53.256501,0.467032,2.962918,67.109303,21.805941,51.464946,48.535056,0.81798,71.10166,28.898341,98.502832,1.49717,95.203215,0.027396,0.000037,0
8041,Polygon,2,8040,TX,Houston, , ,B,7931,"{ """" : """" }",10.57904,53.256501,0.467032,2.962918,67.109303,21.805941,51.464946,48.535056,0.81798,71.10166,28.898341,98.502832,1.49717,95.203215,0.03203,0.000057,0
8042,Polygon,3,8041,TX,Houston, , ,B,7932,"{ """" : """" }",10.57904,53.256501,0.467032,2.962918,67.109303,21.805941,51.464946,48.535056,0.81798,71.10166,28.898341,98.502832,1.49717,95.203215,0.084198,0.000241,0
8045,Polygon,2,8044,TX,Houston, , ,D,7935,"{ """" : """" }",10.57904,53.256501,0.467032,2.962918,67.109303,21.805941,51.464946,48.535056,0.81798,71.10166,28.898341,98.502832,1.49717,95.203215,0.011973,0.000009,0
6180,Polygon,2,6179,NY,Troy, ,B4,B,2337,"{ ""3j"" : "" 3,5-6< 4-7M 1938 60  60"", ""3p"" : ""25-40 28-45 "", ""3n"" : ""1932   28-45 25- 42 1/2 75 "", ""33"" : """", ""3q"" : ""Good Good "", ""3b"" : ""Frames  Frames"", ""32"" : ""20"", ""4a"" : ""Limited"", ""3c"" : ""8-25  8-25"", ""1a"" : ""Land is flat."", ""4b"" : ""Limited"", ""1b""",16.247586,66.243991,0,0.003788,9.484747,11.378926,54.4078,45.5922,0,97.132786,2.867214,98.501679,1.498321,36.344102,0.026802,0.000019,0
8245,Polygon,1,8244,VA,Norfolk, ,C27,C,1831,"{ ""71"" : ""9"", ""5a"" : ""1 - $3,000"", ""5"" : ""4"", ""4b"" : ""10"", ""4a"" : ""0"", ""1b"" : ""Clerks - mechanics - laborers - farmers"", ""1a"" : ""Yes N/A N/A"", ""3"" : ""20 moderately 1-family, $2,500-3,500"", ""2p"" : ""firm N/A"", ""2o"" : ""fair N/A"", ""2n"" : ""1939 10 to 30 0% N/",42.183719,26.084193,0.160535,6.365955,3.427487,28.102606,33.99388,66.006121,2.680347,56.329002,43.670999,98.499007,1.500994,48.276009,0.049577,0.000087,0
6663,Polygon,3,6662,OH,Hamilton, ,B4,B,112,"{ ""63"" : ""4"", ""3o"" : ""40 - $60 86 1938 30 - $40 25 - $40 83 83"", ""1b"" : ""Adequate transportation -- schools, churches, and community business center in area. All city conveniences except extreme southern end."", ""2g"" : ""- Slowly -"", ""32"" : ""10"", ""3n"" : ""8",8.20236,83.145304,0,0,2.119736,11.853166,60.14907,39.850924,0.000915,96.506159,3.493835,98.493796,1.506198,44.345817,0.064099,0.000125,0
6666,Polygon,5,6665,OH,Hamilton, ,C11,C,115,"{ ""2b"" : ""800 - $2500"", ""5"" : ""Western part of area west of Pleasant Avenue and east of Pleasant Avenue south of Symmes Avenue is better part of area. East of railroad not so good."", ""3f"" : ""65  65"", ""3l"" : ""Fair Poor "", ""3j"" : ""2500 - $4000 75 3000 - $5",8.20236,83.145304,0,0,2.119736,11.853166,60.14907,39.850924,0.000915,96.506159,3.493835,98.493796,1.506198,44.345817,0.095952,0.000141,0
6667,Polygon,3,6666,OH,Hamilton, ,C12,C,116,"{ ""2c"" : ""- None"", ""3i"" : ""   3000 - $4000 88  1936"", ""62"" : ""C"", ""1b"" : ""Adequate transportation -- no schools or churches or stores in area but not too far distant."", ""2g"" : ""Yes - -"", ""33"" : """", ""3m"" : "" 25 - $35 "", ""1a"" : ""Level"", ""3a"" : ""  1 St. Sin",8.20236,83.145304,0,0,2.119736,11.853166,60.14907,39.850924,0.000915,96.506159,3.493835,98.493796,1.506198,44.345817,0.017069,0.000014,0
6302,Polygon,3,6301,OH,Canton,Ridgewood Addition,A1,A,6626,"{ ""1a"" : ""Rolling to level; high elevation."", ""3"" : ""98  "", ""3j"" : ""73   1937  10,000 - 20,000 "", ""2f"" : ""None"", ""3a"" : "" Singles "", ""2c"" : ""0 "", ""3k"" : "" Up to $16,000 "", ""1d"" : ""65"", ""3o"" : ""75   1937 75 - 150  "", ""3c"" : ""  10"", ""3q"" : "" Very light "",",14.000045,83.340586,0,0.058382,3.0802,8.583376,71.673579,28.326421,0.088719,95.248001,4.751999,98.493578,1.506423,30.931459,0.081526,0.000146,0
6304,Polygon,5,6303,OH,Canton, ,B1,B,6627,"{ ""2c"" : ""0 "", ""2e"" : ""Desirable"", ""2d"" : ""0 0"", ""3p"" : "" 65 "", ""3c"" : ""  25"", ""3a"" : ""  Singles"", ""1b"" : ""Good transportation - near to schools and churches adjacent to park system; restricted neighborhood."", ""3g"" : ""  6"", ""3h"" : ""6,500 - 10,000  "", ""1c",14.000045,83.340586,0,0.058382,3.0802,8.583376,71.673579,28.326421,0.088719,95.248001,4.751999,98.493578,1.506423,30.931459,0.144063,0.000495,0
6305,Polygon,4,6304,OH,Canton, ,B2,B,6625,"{ ""3f"" : ""80  "", ""3m"" : ""35 - 60  "", ""3l"" : "" Good "", ""3b"" : "" Frame "", ""2c"" : "" 0"", ""3q"" : "" Good "", ""3g"" : ""  5"", ""3o"" : ""    84 1937 35 - 45"", ""3n"" : ""   1936 74  30 - 40"", ""3c"" : "" 10 "", ""1d"" : ""35"", ""3d"" : ""Good  "", ""3k"" : ""  4750"", ""3j"" : ""76 1937",14.000045,83.340586,0,0.058382,3.0802,8.583376,71.673579,28.326421,0.088719,95.248001,4.751999,98.493578,1.506423,30.931459,0.035004,0.000064,0
5947,Polygon,2,5946,NY,Queens, ,D35,D,2580,"{ ""2f"" : ""Few"", ""3o"" : ""      "", ""4a"" : ""Very limited"", ""3q"" : ""  "", ""3m"" : ""  "", ""3n"" : ""  1934 60   "", ""3p"" : ""  "", ""3e"" : ""  "", ""3c"" : ""  20-25"", ""3f"" : ""  "", ""1a"" : ""Flat"", ""3g"" : ""  "", ""3h"" : ""  "", ""2e"" : """", ""2g"" : ""  Yes"", ""1b"" : ""Paved and graded",40.913542,40.269919,0.269808,4.394715,20.501446,17.778318,35.423132,63.731457,0.055931,82.799877,16.354712,97.646967,1.507622,86.357901,0.029258,0.000032,0
1044,Polygon,2,1043,CO,Denver, ,A2,A,6529,"{ ""1d"" : ""85"", ""3o"" : ""  1938    area"", ""3c"" : ""5  "", ""3l"" : ""Good  "", ""32"" : """", ""3p"" : ""  "", ""3m"" : ""An owner  "", ""3f"" : ""75  "", ""3a"" : ""  Singles"", ""1a"" : ""Level."", ""1b"" : ""Adequate transportation- utilities- churches. Community Center on Colfax."", ""6",3.228281,82.100579,0.792324,0.371843,25.669028,3.086737,66.08113,33.918867,0,89.933105,10.066892,98.491441,1.508556,88.609298,0.031628,0.000046,0
1398,Polygon,3,1397,FL,Tampa,Sulphur Springs,C2,C,3987,"{ ""1"" : ""These Sections comprise localities known as Sulphur Springs, Hamilton Heath, and Evelyn City; the land in the Sections has good elevation, is rolling, and is occupied principally by American laborers, skilled mechanics, and working people in the",17.779138,74.391664,0.176844,0.678153,20.092137,9.1499,69.207838,30.792169,1.715043,83.538427,16.46158,98.490482,1.509525,62.984738,0.054021,0.00014,0
1399,Polygon,3,1398,FL,Tampa,Tampa Heights,C3,C,3985,"{ ""1"" : ""These Sections are known as Tampa Heights, and contain high rolling land, occupied by medium class salaried workers. Two story frame residences ranging in price from $2,000 to $7,500 predominate; the buildings are from 10 to 40 years old and are",17.779138,74.391664,0.176844,0.678153,20.092137,9.1499,69.207838,30.792169,1.715043,83.538427,16.46158,98.490482,1.509525,62.984738,0.080509,0.000225,0
1400,Polygon,4,1399,FL,Tampa,Tampa Heights,C4,C,3981,"{ ""1"" : ""These Sections are known as Tampa Heights, and contain high rolling land, occupied by medium class salaried workers. Two story frame residences ranging in price from $2,000 to $7,500 predominate; the buildings are from 10 to 40 years old and are",17.779138,74.391664,0.176844,0.678153,20.092137,9.1499,69.207838,30.792169,1.715043,83.538427,16.46158,98.490482,1.509525,62.984738,0.107285,0.000244,0
1407,Polygon,3,1406,FL,Tampa,Ybor City,D2,D,3986,"{ ""1"" : ""These Sections are known as Ybor City, Palmetto Beach, close-in Tampa Heights, and West Tampa. The Sections contain some level and some rolling land and Latins and Negroes occupy about about 95% of the Sections. The Latin concentrations are pres",17.779138,74.391664,0.176844,0.678153,20.092137,9.1499,69.207838,30.792169,1.715043,83.538427,16.46158,98.490482,1.509525,62.984738,0.164452,0.001237,0
222,Polygon,4,221,CA,Los Angeles, ,A30,A,7671,"{ ""1a"" : ""N/A Steadily N/A"", ""2b"" : ""Stucco and masonry 6 years"", ""2d"" : ""95% No free market 25,000 and up"", ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for t",1.118873,82.346384,0.002606,9.602314,5.17355,3.570292,89.698761,10.186208,0,86.091239,13.793729,98.37532,1.509648,93.948645,0.162162,0.000638,0
223,Polygon,4,222,CA,Los Angeles, ,A31,A,7678,"{ ""5a"" : ""0"", ""5"" : ""3"", ""4b"" : ""0"", ""4a"" : ""0"", ""3"" : ""35 7 room bungalow $9500 and up Readily (see below)"", ""2p"" : ""Static Static"", ""2o"" : ""Good Good"", ""2n"" : ""N/A 80-100 90 and up 1939 N/A"", ""2m"" : ""N/A 90 and up 80-100 N/A"", ""2l"" : ""? 70-90"", ""2k"" :",1.118873,82.346384,0.002606,9.602314,5.17355,3.570292,89.698761,10.186208,0,86.091239,13.793729,98.37532,1.509648,93.948645,0.03275,0.000049,0
224,Polygon,3,223,CA,Los Angeles, ,A32,A,7672,"{ ""9"" : ""Westwood A-32 3-1-39 1st +"", ""1a"" : ""Moderately N/A N/A"", ""1b"" : ""Professional and business men, executives, (many University faculty members), some motion picture celebrities, etc. Income $5000-10000 and up"", ""2j"" : ""Good N/A"", ""1c"" : ""0 -"", ""2",1.118873,82.346384,0.002606,9.602314,5.17355,3.570292,89.698761,10.186208,0,86.091239,13.793729,98.37532,1.509648,93.948645,0.057074,0.000122,0
229,Polygon,4,228,CA,Los Angeles, ,A37,A,7670,"{ ""2h"" : ""N/A 17500-25000 and up N/A 12500-17500"", ""2g"" : ""10000-15000 15000-22000 and up"", ""1a"" : ""N/A N/A Rapidly"", ""2f"" : ""90% 90%"", ""9"" : ""Sunset Blvd. 2-27-39 A-37 1st +"", ""10"" : ""Caution: This area is currently affected in whole or in part by an Ad",1.118873,82.346384,0.002606,9.602314,5.17355,3.570292,89.698761,10.186208,0,86.091239,13.793729,98.37532,1.509648,93.948645,0.120236,0.000695,0
79,Polygon,3,78,AL,Mobile,Carlin Street East,C5,C,7178,"{ ""3"" : ""All utilities in C-6; also community business center in this area."", ""9c"" : ""Fair"", ""10c"" : ""Good"", ""11a"" : ""1-story Frame singles"", ""5e"" : ""None"", ""6b"" : ""Frame"", ""6c"" : ""1-15 years"", ""13"" : ""Downward"", ""5a"" : ""Clerical and salaried workers"", """,8.232326,90.321381,0.47746,0.053714,2.756408,3.325346,76.869183,23.130819,4.936005,85.616901,14.383101,98.48908,1.510921,4.476191,0.030863,0.000037,0
6527,Polygon,4,6526,OH,Columbus, ,A8,A,562,"{ """" : """" }",0.235914,93.917227,0.001452,3.805167,0.494459,1.266231,83.715925,16.284064,0,87.45233,12.547659,98.487207,1.512782,94.335922,0.114239,0.000401,0
6549,Polygon,5,6548,OH,Columbus, ,B29,B,560,"{ """" : """" }",0.235914,93.917227,0.001452,3.805167,0.494459,1.266231,83.715925,16.284064,0,87.45233,12.547659,98.487207,1.512782,94.335922,0.057744,0.000124,0
6552,Polygon,5,6551,OH,Columbus, ,B31,B,561,"{ """" : """" }",0.235914,93.917227,0.001452,3.805167,0.494459,1.266231,83.715925,16.284064,0,87.45233,12.547659,98.487207,1.512782,94.335922,0.023439,0.000034,0
6553,Polygon,2,6552,OH,Columbus, ,B32,B,563,"{ """" : """" }",0.235914,93.917227,0.001452,3.805167,0.494459,1.266231,83.715925,16.284064,0,87.45233,12.547659,98.487207,1.512782,94.335922,0.03291,0.000052,0
4065,Polygon,5,4064,MI,Muskegon, ,B1,B,4409,"{ ""3g"" : ""10 ($5,000)  "", ""3m"" : ""Owner area  "", ""3n"" : ""    Owner  1935"", ""2e"" : ""None"", ""3o"" : ""area     1938 "", ""2d"" : ""None "", ""2c"" : ""None "", ""3k"" : "" 4,000 "", ""2b"" : ""$1,200- 3,000."", ""3p"" : ""  "", ""5"" : ""Characterized by stability of structural typ",14.379976,76.266554,2.293391,0.17356,9.408059,13.276677,57.004324,42.995672,1.521098,96.138086,3.86191,98.486696,1.5133,7.509266,0.053977,0.000082,0
4075,Polygon,7,4074,MI,Muskegon, ,C6,C,4411,"{ ""2g"" : ""Yes  "", ""4a"" : ""50%"", ""2a"" : ""Labor-clerks"", ""4b"" : ""50%"", ""2d"" : ""No "", ""3e"" : "" 98 "", ""1c"" : ""Mixed element of population- Industries."", ""5"" : ""Good class of labor. 30% Polish."", ""32"" : """", ""3q"" : "" Good "", ""2c"" : ""30 Polish"", ""31"" : """", ""3f""",14.379976,76.266554,2.293391,0.17356,9.408059,13.276677,57.004324,42.995672,1.521098,96.138086,3.86191,98.486696,1.5133,7.509266,0.071816,0.000082,0
4076,Polygon,4,4075,MI,Muskegon, ,C7,C,4405,"{ ""2e"" : ""None"", ""2d"" : ""No "", ""2c"" : ""No "", ""3f"" : ""90  "", ""6"" : ""7 Muskegon Lake Side- East C"", ""3g"" : ""None  "", ""3m"" : ""  20-35"", ""33"" : """", ""2b"" : ""900-1,200"", ""1b"" : ""Convenient to factories."", ""32"" : """", ""3q"" : ""  "", ""3d"" : ""  Fair"", ""3i"" : "" 62  1",14.379976,76.266554,2.293391,0.17356,9.408059,13.276677,57.004324,42.995672,1.521098,96.138086,3.86191,98.486696,1.5133,7.509266,0.048965,0.000062,0
4078,Polygon,6,4077,MI,Muskegon, ,D1,D,4410,"{ ""3m"" : ""20 to 40  "", ""3e"" : "" 100 "", ""3d"" : ""  Fair to poor"", ""5"" : ""Oldest area of the city; bordering on industry."", ""1d"" : ""100"", ""3a"" : ""One family units  "", ""3n"" : ""    50 15 to 20 1935"", ""3k"" : ""  "", ""3h"" : "" 1500 to 5M "", ""6"" : ""1 Muskegon, Mich",14.379976,76.266554,2.293391,0.17356,9.408059,13.276677,57.004324,42.995672,1.521098,96.138086,3.86191,98.486696,1.5133,7.509266,0.145106,0.000191,0
4083,Polygon,6,4082,MI,Muskegon, ,D6,D,4408,"{ ""3g"" : "" Few "", ""3n"" : ""10-15 50    1935 "", ""3l"" : ""Slow  "", ""1d"" : ""50"", ""2d"" : ""No "", ""3o"" : "" 10-20 1938   66 "", ""3a"" : ""1 family  "", ""31"" : """", ""1b"" : ""None"", ""3k"" : ""2,000  "", ""3b"" : "" Frame "", ""3f"" : ""  70"", ""33"" : """", ""3p"" : "" 10-20 "", ""3j"" : """,14.379976,76.266554,2.293391,0.17356,9.408059,13.276677,57.004324,42.995672,1.521098,96.138086,3.86191,98.486696,1.5133,7.509266,0.104824,0.000207,0
8001,Polygon,3,8000,TX,Fort Worth, ,D,D,8943,"{ """" : """" }",15.713931,67.256767,0.000063,3.471982,39.642966,22.066052,27.118442,64.19921,0.063904,56.809562,34.50809,89.801452,1.5162,85.122896,0.062482,0.000114,0
2396,Polygon,2,2395,IL,East St. Louis,Nameoki,B1,B,4622,"{ ""8"" : ""This nicely wooded area is known as Maryland Place. Large lots; level terrain; some unpaved streets. Now 50% improved with single family dwellings of brick and frame construction - 4 to 6rooms, ranging all the way from $3,000 to 10,500. Restrict",1.556109,94.897473,0,0,3.142663,4.964577,93.217486,6.782516,0.035571,71.872619,28.127383,98.481844,1.518158,94.088501,0.027922,0.000039,0
2405,Polygon,2,2404,IL,East St. Louis,Nameoki,C1,C,4621,"{ ""1b"" : ""Skilled Labor"", ""1e"" : ""-"", ""9"" : ""Nameoki C-1 8/6/40 3rd"", ""1c"" : ""- -"", ""2"" : "" 100"", ""8"" : ""This sparsely developed area is situated in Nameoki, Ill. It is now only 50% improved and future development will in all probability be slow. There a",1.556109,94.897473,0,0,3.142663,4.964577,93.217486,6.782516,0.035571,71.872619,28.127383,98.481844,1.518158,94.088501,0.071687,0.000108,0
1386,Polygon,1,1385,FL,St. Petersburg, ,D8,D,3656,"{ ""15"" : ""Mr. R.L. Hope, President of Thorn and Hope Inc., HOLC contract brokers; John B Green, President of John B Green, Inc., realtors; anjd personal inspection by Field Agent.  September 19, 1937"", ""2"" : ""This area consists of level, open land with w",7.731093,87.140468,0.119266,2.237546,12.010082,8.299529,70.671404,29.328592,2.08777,78.188792,21.811204,98.481574,1.518422,95.868473,0.043298,0.000084,0
7064,Polygon,6,7063,OR,Portland,Rose City Park,B21,B,6095,"{ ""3a"" : ""5 & 6 rooms  "", ""3b"" : "" Frame "", ""3c"" : ""  12"", ""1d"" : ""65"", ""1b"" : ""Convenience to schools, churches, transportation and recreational areas and shopping center. Nearness to Hollywood shopping and amusement center."", ""1e"" : ""Upward"", ""1c"" : ""D",2.333397,85.677769,0.007749,6.94671,4.276082,2.370015,90.966857,9.033143,0.300714,92.760089,7.239911,98.480073,1.519926,68.33559,0.141399,0.000228,0
